LinkedIn profile ID,Company name,Job title,Industry,ai_SENIORITY,Years in role,Years in company,Number of connections,Number of employees,Year founded,Hiring on LinkedIn,Six months headcount growth,Two years headcount growth,Yearly headcount growth,fe_seniority_ord,fe_type_of_contact_ord,fe_fit_approved,fe_fit_data_approved,fe_company_age,fe_log_employees,fe_company_size_bucket,fe_log_connections,fe_headcount_momentum,fe_has_email,fe_has_bio,fe_microsoft_flag,fe_department_encoded,ext_ms_maturity_score,ext_has_competitor_tech,nlp_report_length,nlp_has_momentum,nlp_urgency_score,nlp_embedding_01,nlp_embedding_02,nlp_embedding_03,nlp_topic,fe_tech_fit_comunica,fe_tech_fit_colabora,fe_tech_fit_infra,fe_tech_fit_ia,fe_tech_fit_data,fe_tech_fit_workplace,fe_tech_fit_maite
ACwAAAk4GR4B5K1YYd8OWWdFi6xGmMXE8Zxlfe0,Generalitat Valenciana - Education department,Jefe Estudios,Higher Education,LEAD,22.33,22.33,5.0,1814.0,,0.0,,0.0,0.0,1.0,2,1.0,1.0,,7.503840746698951,4.0,1.791759469228055,0.0,0,0,1.0,0.14668276993314575,,,8665.0,0,4,-4.936744,1.4543722,3.9662285,20,,,,,,,
ACwAACPxFcoBURGWO902wWv85A_zsm9a49Ffm04,Grupo Ubesol Laboratorios Maverick,RESPONSABLE COMUNICACIÓN INTERNA,Manufacturing,LEAD,7.17,15.33,119.0,448.0,1980.0,1.0,1.0,0.0,-4.0,1.0,4,1.0,1.0,46.0,6.1070228877422545,3.0,4.787491742782046,-0.7,0,1,1.0,0.22308098920209474,,,8336.0,0,4,-3.5532365,-2.9174175,-1.6284103,-1,,,,,,,
ACwAAFueo8gBTutqaZQpdKHm4UB8sYpyrus1mL0,Grupo Ubesol Laboratorios Maverick,Gerente general,Manufacturing,OWNER,,,0.0,448.0,1980.0,1.0,1.0,0.0,-4.0,,3,1.0,1.0,46.0,6.1070228877422545,3.0,0.0,-0.7,0,0,1.0,0.14668276993314575,,,8336.0,0,4,-3.5532365,-2.9174175,-1.6284103,-1,,,,,,,
ACwAACr_D8oBBokS62YtpFLYSMXlj1vJtCQgoxM,BQ,Propietario de la empresa,Telecommunications,OWNER,,,0.0,418.0,2010.0,0.0,,17.0,9.0,,3,1.0,1.0,16.0,6.037870919922137,3.0,0.0,6.1,0,0,0.0,0.14668276993314575,,,9028.0,0,1,2.0902712,0.91742074,-2.1491678,0,,,,,,,
ACwAAAX2tu8B1_DUNsvPXnEE2kECMMcAmY56ohQ,GALACO,Director ventas ( Provincia Las Palmas ),Food & Beverages,DIRECTOR,,49.0,280.0,127.0,1945.0,0.0,-3.0,3.0,-7.0,3.0,2,1.0,1.0,81.0,4.852030263919617,2.0,5.638354669333745,-3.0,1,0,1.0,0.15761884082178054,,,9779.0,0,3,0.40296537,6.9527206,-9.138209,38,,,,,,,
ACwAAABPRWsBfsXHbgJLrTeCNx7ICfKsdXXIx0Y,Casa del Libro,CEO,Retail,OWNER,7.5,7.5,1658.0,1492.0,1923.0,0.0,,62.0,23.0,,3,1.0,1.0,103.0,7.30854279753919,4.0,7.413970290190444,19.3,0,1,1.0,0.14232247013030247,2.0,1.0,8011.0,0,4,2.0478704,-6.7065372,6.2441807,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAA1g-W0BM8WPVCtotEsRF0_hLRzq5VkDysY,"Petronor, S.A.",Jefe de Sección,Oil and Gas,LEAD,,,38.0,369.0,1968.0,0.0,,13.0,8.0,1.0,2,1.0,1.0,58.0,5.91350300563827,3.0,3.6635616461296463,5.0,0,0,1.0,0.14668276993314575,,,10195.0,0,5,1.8227886,5.6057158,-8.389164,-1,,,,,,,
ACwAAAcmx80B_2s2bR2bzfAH8AO-JnrDUdNez38,BQ,Responsable BI,Telecommunications,LEAD,12.83,,108.0,418.0,2010.0,0.0,,17.0,9.0,1.0,2,1.0,1.0,16.0,6.037870919922137,3.0,4.6913478822291435,6.1,0,0,0.0,0.13006020161599122,,,9028.0,0,1,2.037081,0.9121927,-2.2205398,0,,,,,,,
ACwAAAEeWc8BtQjO6S_rNh0dTK0dtyAsW5qwlyU,Teltronic,Production Director,Telecommunications,DIRECTOR,,,1.0,355.0,1974.0,0.0,,9.0,3.0,3.0,2,1.0,1.0,52.0,5.87493073085203,3.0,0.6931471805599453,2.7,0,0,1.0,0.14232247013030247,,,7744.0,0,6,10.892226,6.441615,5.3752,-1,,,,,,,
ACwAAAYn3cMBTOVFkskfEU6yuiYZugb99gjISts,"Petronor, S.A.",Jefe de Área,Oil and Gas,LEAD,12.0,12.0,18.0,369.0,1968.0,0.0,,13.0,8.0,1.0,2,1.0,1.0,58.0,5.91350300563827,3.0,2.9444389791664403,5.0,0,0,1.0,0.14232247013030247,,,10195.0,0,5,1.8254406,5.60466,-8.38642,-1,,,,,,,
ACwAAABOeGUBae1rt278sIvmr3b2U8vvWTVbWZ8,Casa del Libro,Director Financiero y de Operaciones,Retail,DIRECTOR,1.75,1.75,975.0,1492.0,1923.0,0.0,,62.0,23.0,3.0,3,1.0,1.0,103.0,7.30854279753919,4.0,6.883462586413092,19.3,0,1,1.0,0.10853350576413913,2.0,1.0,8011.0,0,4,2.047056,-6.714502,6.245026,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAABadbvQB65kjvNbfyut8KSXYjDpXQItjnig,"Petronor, S.A.",Encargado de Instrumentación,Oil and Gas,LEAD,15.08,15.08,447.0,369.0,1968.0,0.0,,13.0,8.0,1.0,0,1.0,1.0,58.0,5.91350300563827,3.0,6.104793232414985,5.0,0,0,1.0,0.14232247013030247,,,10195.0,0,5,1.9806126,5.6719465,-8.570202,-1,,,,,,,
ACwAAAZoVVMBKl9wzeKmsg8_EE1HK-Kz9hvVi18,Teltronic,Jefe Area Certificaciones y Servicios,Telecommunications,LEAD,34.5,34.5,50.0,355.0,1974.0,0.0,,9.0,3.0,1.0,2,1.0,1.0,52.0,5.87493073085203,3.0,3.9318256327243257,2.7,1,0,1.0,0.14232247013030247,,,7744.0,0,6,10.948825,6.5267854,5.429628,-1,,,,,,,
ACwAACYAOaUBssb4Ak9QQv74W9pqd0pi9dSXzoQ,Teltronic,Head of Customer Support,Telecommunications,DIRECTOR,20.67,20.67,95.0,355.0,1974.0,0.0,,9.0,3.0,3.0,2,1.0,1.0,52.0,5.87493073085203,3.0,4.564348191467836,2.7,1,0,1.0,0.14232247013030247,,,7744.0,0,6,17.818304,-13.64954,-2.26259,-1,,,,,,,
ACwAAAjhD64BEPNdVtIEsqDjb01p9yxw3pLvQOY,"Petronor, S.A.",Jefe de Paradas,Oil and Gas,LEAD,0.67,19.83,579.0,369.0,1968.0,0.0,,13.0,8.0,1.0,2,1.0,1.0,58.0,5.91350300563827,3.0,6.363028103540465,5.0,0,0,1.0,0.14232247013030247,,,10195.0,0,5,12.014181,4.2909656,5.0252013,-1,,,,,,,
ACwAAAyFb3kBWLcVPv3kOWfPlQiZRiT8tWJY15g,BQ,Encargada de departamento de packaging,Telecommunications,LEAD,10.17,,67.0,418.0,2010.0,0.0,,17.0,9.0,1.0,2,1.0,1.0,16.0,6.037870919922137,3.0,4.219507705176107,6.1,0,0,0.0,0.14232247013030247,,,9028.0,0,1,2.0390637,0.91443944,-2.2210877,0,,,,,,,
ACwAACW_5tcBwGd93mlTozWRYOIZ6basBJAWNj8,BQ,General Manager,Telecommunications,CLEVEL,,,0.0,418.0,2010.0,0.0,,17.0,9.0,4.0,3,1.0,1.0,16.0,6.037870919922137,3.0,0.0,6.1,0,0,0.0,0.14232247013030247,,,9028.0,0,1,1.9531529,0.9654081,-2.324581,0,,,,,,,
ACwAAA2Y1iEBrHp4Icc-43ZR4CVj8dKIddrU8a8,"Ministerio de Asuntos Exteriores, Unión Europea y Cooperación","Jefa de Unidad Gabinete Secretaria de Estado para Iberoamérica, Caribe y Español en el Mundo",Government Administration,LEAD,0.75,3.0,617.0,1253.0,,0.0,,5.0,5.0,1.0,2,1.0,1.0,,7.134093721192866,4.0,6.42648845745769,2.5,0,0,1.0,0.14668276993314575,,,10572.0,0,2,4.3039646,1.57645,0.20635445,6,,,,,,,
ACwAAACtR3EBVTNYjFLzV__BHIkkbld3mZC8Yoc,Grupo Ubesol Laboratorios Maverick,Site Operations Director,Manufacturing,DIRECTOR,3.25,3.25,1095.0,448.0,1980.0,1.0,1.0,0.0,-4.0,3.0,3,1.0,1.0,46.0,6.1070228877422545,3.0,6.999422467507961,-0.7,0,1,1.0,0.14232247013030247,,,8336.0,0,4,-3.5534613,-2.9171708,-1.628152,-1,,,,,,,
ACwAAAnfT1QBvHKnJIMbsBL7Q2ym7oXKqLH0J9k,Casa del Libro,HRBP en Casa del Libro (Grupo Planeta),Retail,MANAGER,8.67,8.67,508.0,1492.0,1923.0,0.0,,62.0,23.0,2.0,4,1.0,1.0,103.0,7.30854279753919,4.0,6.2324480165505225,19.3,0,0,1.0,0.12212127004571173,2.0,1.0,8011.0,0,4,2.0476737,-6.710378,6.2451625,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAABYDtiYB9f6y_0sSBvDZtT-hHjJCPEfttWw,"Petronor, S.A.",jefe departamento administracion,Oil and Gas,LEAD,25.0,25.0,52.0,369.0,1968.0,0.0,,13.0,8.0,1.0,2,1.0,1.0,58.0,5.91350300563827,3.0,3.970291913552122,5.0,0,0,1.0,0.10853350576413913,,,10195.0,0,5,1.8254406,5.60466,-8.38642,-1,,,,,,,
ACwAAB-PDtYBqKA3ERv_y_2cr6j-2c-9u2JvwyM,Grupo Ubesol Laboratorios Maverick,Director de Supply Chain,Manufacturing,DIRECTOR,4.83,4.83,1296.0,448.0,1980.0,1.0,1.0,0.0,-4.0,3.0,2,1.0,1.0,46.0,6.1070228877422545,3.0,7.167809184316444,-0.7,0,1,1.0,0.14232247013030247,,,8336.0,0,4,-3.5536642,-2.916941,-1.6279405,-1,,,,,,,
ACwAABlDhb8B79dFVg19ud--6AXAptwkgbJ0SDo,GALACO,Jefe de ventas Gran Canaria,Food & Beverages,LEAD,0.75,4.5,564.0,127.0,1945.0,0.0,-3.0,3.0,-7.0,1.0,2,1.0,1.0,81.0,4.852030263919617,2.0,6.336825731146441,-3.0,1,0,1.0,0.15761884082178054,,,9779.0,0,3,15.837126,19.090998,-5.493315,38,,,,,,,
ACwAAFCINJIB9jLPv-5aE2HztFMqMoywKbhuF3w,"Petronor, S.A.",Encargado de verificación ,Oil and Gas,LEAD,,,5.0,369.0,1968.0,0.0,,13.0,8.0,1.0,0,1.0,1.0,58.0,5.91350300563827,3.0,1.791759469228055,5.0,0,0,1.0,0.14232247013030247,,,10195.0,0,5,1.8254406,5.60466,-8.38642,-1,,,,,,,
ACwAAB977iYBOMm5D6xJhSMpnsO9aFYyAIy2Kkc,Casa del Libro,Human Resources Business Partner,Retail,JR,3.33,3.33,721.0,1492.0,1923.0,0.0,,62.0,23.0,0.0,2,1.0,1.0,103.0,7.30854279753919,4.0,6.582025138892826,19.3,1,1,1.0,0.12212127004571173,2.0,1.0,8011.0,0,4,2.0478258,-6.713771,6.2459397,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAACtv_FoBes85yPIqMkHo7sThCPAauf7Kk5s,Grupo Ubesol Laboratorios Maverick,CEO de Grupo Ubesol - Laboratorios Maverick,Manufacturing,OWNER,6.0,23.83,3433.0,448.0,1980.0,1.0,1.0,0.0,-4.0,,3,1.0,1.0,46.0,6.1070228877422545,3.0,8.141481041457421,-0.7,0,1,1.0,0.14232247013030247,,,8336.0,0,4,-3.5536766,-2.9169614,-1.6279421,-1,,,,,,,
ACwAABlD7ewB4h0hYkX6srPwPytPaUMqaNNix58,"Petronor, S.A.",Jefe Departamento de Administración,Oil and Gas,LEAD,41.0,41.0,28.0,369.0,1968.0,0.0,,13.0,8.0,1.0,2,1.0,1.0,58.0,5.91350300563827,3.0,3.367295829986474,5.0,0,0,1.0,0.10853350576413913,,,10195.0,0,5,2.6649246,7.2553406,-7.6217666,-1,,,,,,,
ACwAAALoVCsB2j74vb6OsYt8VJQL0AVJsYe3U54,Grupo Ubesol Laboratorios Maverick,Group CFO - Director General Financiero,Manufacturing,CLEVEL,2.5,2.5,1786.0,448.0,1980.0,1.0,1.0,0.0,-4.0,4.0,3,1.0,1.0,46.0,6.1070228877422545,3.0,7.488293515159428,-0.7,0,1,1.0,0.10853350576413913,,,8336.0,0,4,-3.5532365,-2.9174175,-1.6284103,-1,,,,,,,
ACwAAAnZmicBOSKhbZBZgbdlGFbwc8pAYjEF_5c,Grupo Ubesol Laboratorios Maverick,"Director del departamento sistemas, seguridad y estandarización. ",Manufacturing,DIRECTOR,6.0,6.0,740.0,448.0,1980.0,1.0,1.0,0.0,-4.0,3.0,3,1.0,1.0,46.0,6.1070228877422545,3.0,6.608000625296087,-0.7,0,0,1.0,0.13006020161599122,,,8336.0,0,4,-3.5539432,-2.9166572,-1.6276516,-1,,,,,,,
ACwAAAAR6yEBo7c0yjUGQjN7IkVAkMmGM77QjTs,Casa del Libro,"Director Expansión, Obras y Desarrollo Comercial",Retail,DIRECTOR,2.0,7.17,1400.0,1492.0,1923.0,0.0,,62.0,23.0,3.0,2,1.0,1.0,103.0,7.30854279753919,4.0,7.244941546337007,19.3,1,1,1.0,0.14232247013030247,2.0,1.0,8011.0,0,4,2.048122,-6.7136445,6.245971,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAC8j5SABakqBmg_K9KFXta62wJIvNh4n0ZA,Universidad Nacional de Educación a Distancia - U.N.E.D.,CEO,Higher Education,OWNER,4.33,4.33,2337.0,835.0,,0.0,2.0,12.0,6.0,,0,1.0,1.0,,6.728628613084702,3.0,7.757051142032013,5.2,0,1,1.0,0.14232247013030247,,,7045.0,0,3,3.2860272,-2.8983254,4.8662972,49,,,,,,,
ACwAAA29OQMBBBy4GGNF2KGKCirScrSQ5PuPhzA,Real Madrid C.F.,Senior Licensing Manager- Brand Licensing Department- Real Madrid C.F.,Spectator Sports,MANAGER,5.5,5.5,2207.0,8621.0,1902.0,0.0,,29.0,14.0,2.0,0,1.0,1.0,124.0,9.06207235530708,4.0,7.699842407396986,10.0,1,0,1.0,0.22308098920209474,,,9579.0,0,5,2.9717777,16.185457,-12.901349,-1,,,,,,,
ACwAAAEGT6QBxjYgBHObybI3CH0CpZ_Jajun-lc,,Director financiero,,DIRECTOR,4.92,4.92,1310.0,,,,,,,3.0,3,0.0,1.0,,,,7.1785454837637,0.0,0,0,,0.10853350576413913,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACwAAAZpUA4BqTREsRTqVYgq28u8EQBeDn3LWLA,Grupo Pikolin,Director Financiero Corporativo / Group Chief Financial Officer,Manufacturing,CLEVEL,2.92,11.92,750.0,41.0,1948.0,0.0,13.0,156.0,57.0,4.0,3,1.0,1.0,78.0,3.7376696182833684,1.0,6.621405651764134,37.88816000000027,0,0,1.0,0.10853350576413913,,,9562.0,0,3,4.52068,-0.016986316,-2.9501007,1,,,,,,,
ACwAAAGOM3sBD_XmL4RceXXp3aw5Qk-uodxUu-Q,HOSPITAL SANTA CREU,Corporate Services Director & CFO,Hospitals and Health Care,CLEVEL,,8.92,1668.0,101.0,1156.0,0.0,-1.0,4.0,0.0,4.0,3,0.0,1.0,870.0,4.624972813284271,2.0,7.419979923661835,0.30000000000000004,0,0,,0.10853350576413913,,,0.0,0,0,-11.872853,-3.932838,0.43394092,30,,,,,,,
ACwAAABTJUoBUyKfTpqE930vIrqT3_3LBkESv5s,"Lladró, S.A.","Creative and Design Director at Lladró, S.A.",Retail Luxury Goods and Jewelry,DIRECTOR,5.92,5.92,2882.0,269.0,1953.0,1.0,,5.0,1.0,3.0,2,1.0,1.0,73.0,5.598421958998375,3.0,7.9665866976384025,1.3,0,1,1.0,0.15761884082178054,,,9416.0,0,2,15.911043,19.017067,-5.567194,-1,,,,,,,
ACwAABsyDdkBogDSD2N2FpLssqtT9jr3PZ408xI,"ENUSA Industrias Avanzadas, S.A., S.M.E.",Directo Técnico Sistemas y Transformación Digital,Industrial Machinery Manufacturing,DIRECTOR,3.75,36.75,157.0,377.0,1972.0,0.0,,-1.0,1.0,3.0,3,1.0,1.0,54.0,5.934894195619588,3.0,5.062595033026967,0.09999999999999998,0,1,1.0,0.13006020161599122,,,7969.0,1,3,9.934973,6.8899574,3.7447329,16,,,,,,,
ACwAAA-wb0YB6a1AHBre55zLDCXB8K13ooYCvD0,Grupo  Fucsa,Chief Data Officer,Business Consulting and Services,CLEVEL,0.92,0.92,918.0,15.0,,0.0,50.0,1400.0,1400.0,4.0,3,1.0,0.0,,2.772588722239781,1.0,6.823286122355687,37.88816000000027,0,1,0.0,0.13006020161599122,,,5973.0,0,4,-0.5707178,5.218547,6.162907,11,,,,,,,
ACwAAGKKk8MBGhlWHrnCzJlLPeXhwgm7VJVa9rs,Marvimundo,Responsable de ventas en comercio,,LEAD,,,0.0,,,0.0,,,,1.0,2,1.0,1.0,,,,0.0,0.0,0,0,1.0,0.15761884082178054,,,8851.0,0,5,11.809797,4.1093907,5.2251225,-1,,,,,,,
ACwAAEAiRM8Ba_2z6jeySo1swlj6v8YlEhpUqbE,DSL Enginyeria i Arquitectura,Jefe Departamento de Ingeniería,Nonresidential Building Construction,,0.92,4.58,288.0,23.0,1995.0,0.0,4.0,35.0,21.0,,0,0.0,0.0,31.0,3.1780538303479458,1.0,5.666426688112432,15.3,0,1,,0.1404710205445131,,,0.0,0,0,-11.868114,-3.9376922,0.42886934,30,,,,,,,
ACwAADSh58IB2xBqMbjFuYqQqo5M3z6LSUNNBA8,JULIAN MARTIN S.A.,DIRECTOR FINANCIERO (CFO),Food and Beverage Services,CLEVEL,4.33,4.33,636.0,33.0,1933.0,0.0,3.0,-5.0,-2.0,4.0,3,1.0,1.0,93.0,3.5263605246161616,1.0,6.456769655572163,-0.09999999999999998,0,1,,0.10853350576413913,,,0.0,0,0,-16.657879,4.910394,-0.59201074,29,,,,,,,
ACwAAALtaVEBG3Azg13dhhM1CGxtiT8Hm4Lc1U0,,Jefe Departamento de Compras,,LEAD,17.92,,595.0,,,,,,,1.0,2,1.0,1.0,,,,6.39024066706535,0.0,0,0,1.0,0.14232247013030247,,,6291.0,0,2,9.539803,0.6182731,2.9017816,-1,,,,,,,
ACwAAFpBntUBvUoNWG4Q1sU4eC_rpjvWx0RK9i0,Marvimundo,Jefe de ventas,,LEAD,,23.0,0.0,,,0.0,,,,1.0,2,1.0,1.0,,,,0.0,0.0,1,0,1.0,0.15761884082178054,,,8851.0,0,5,11.809534,4.108939,5.2248063,-1,,,,,,,
ACwAAADNdlYBzBaAUidULhRIX9kIMLUfd1MA29c,Parc Científic de la Universitat de València,Head of Finance,Research,DIRECTOR,21.17,21.17,2446.0,21.0,2009.0,0.0,-19.0,-25.0,-16.0,3.0,3,1.0,1.0,17.0,3.091042453358316,1.0,7.802618063442671,-11.7,0,1,0.0,0.10853350576413913,,,9546.0,0,5,1.8637112,5.5156803,-8.429041,0,,,,,,,
ACwAAABLuPIB0T2oxSp3k9GlMdR6o6IdShJdzR4,,CFO - Director Financiero,,CLEVEL,10.92,,540.0,,,,,,,4.0,3,1.0,1.0,,,,6.293419278846481,0.0,0,0,0.0,0.10853350576413913,,,7726.0,0,2,5.2933736,-0.11965463,-2.9677908,1,,,,,,,
ACwAAAKtcjUB0YQYT5sNhApI2QRsi7rHDubenzM,INTEPLAST,Group CFO & HR Director,Plastics Manufacturing,CLEVEL,5.25,5.25,957.0,105.0,1972.0,0.0,1.0,7.0,2.0,4.0,3,1.0,1.0,54.0,4.663439094112067,2.0,6.86484777797086,2.5,0,1,,0.12212127004571173,,,6859.0,0,2,11.823548,5.7741756,4.705153,-1,,,,,,,
ACwAAAYPQL4BElEX6fI1TSnOuGWRvEOFunyJ-h0,Imagina Energía,Director of IT,Renewables & Environment,DIRECTOR,4.08,4.08,1093.0,54.0,,0.0,1.0,-12.0,-5.0,3.0,3,0.0,1.0,,4.007333185232471,2.0,6.9975959829819265,-3.4000000000000004,0,1,1.0,0.13006020161599122,,,5862.0,0,5,12.439559,5.5773125,10.356272,12,,,,,,,
ACwAAATaWa4BABtd3v6_bOUfQ6lftvrHjHAAmxs,Recambios Colón,Chief Financial Officer,Automotive,CLEVEL,20.08,20.08,651.0,70.0,1977.0,0.0,1.0,7.0,7.0,4.0,3,0.0,1.0,49.0,4.2626798770413155,2.0,6.480044561926653,4.0,0,1,,0.10853350576413913,,,8274.0,0,4,0.6370963,3.7658708,-5.9000425,2,,,,,,,
ACwAAABYt_AB9LFhemNPUxI--59vwT8-8fKo_mk,GALACO,CIO,Food & Beverages,CLEVEL,1.5,1.5,526.0,127.0,1945.0,0.0,-3.0,3.0,-7.0,4.0,3,1.0,1.0,81.0,4.852030263919617,2.0,6.267200548541362,-3.0,0,1,1.0,0.13006020161599122,,,9779.0,0,3,0.4027466,6.9517612,-9.137632,38,,,,,,,
ACwAACGEMekBtkR32zvsnXgs3GlSY9lDnMm-dn4,"Algontec, S.L.",Chief Digital Officer (CDO),Plastics Manufacturing,CLEVEL,1.42,1.42,308.0,122.0,2001.0,0.0,8.0,16.0,8.0,4.0,3,1.0,1.0,25.0,4.812184355372417,2.0,5.733341276897746,9.600000000000001,0,0,,0.13006020161599122,,,0.0,0,0,-16.56711,4.846745,-0.54934615,30,,,,,,,
ACwAAAWMQQUB_n08KQYQx7G6JCemoez3UePKnqY,CYCLUS GRUPO,Director IT,Construction,DIRECTOR,0.17,0.17,1391.0,26.0,,0.0,36.0,271.0,136.0,3.0,3,0.0,1.0,,3.295836866004329,1.0,7.238496840894365,37.88816000000027,0,0,,0.13006020161599122,,,0.0,0,0,-16.55695,5.001982,-0.50581974,29,,,,,,,
ACwAAA5d09ABagCiTapcnfqRl7CrGV9C3cPALTc,Alvinesa Natural Ingredients,Chief Financial Officer,Food Production,CLEVEL,3.25,3.83,623.0,86.0,1993.0,0.0,3.0,10.0,7.0,4.0,3,1.0,1.0,33.0,4.465908118654584,2.0,6.436150368369428,5.6,0,0,,0.10853350576413913,,,9523.0,0,5,-0.63127166,5.2629933,5.9133296,3,,,,,,,
ACwAAA5CD_EB6z1jmIL9gO8Ex9U4-h3EQxJOL00,"ENUSA Industrias Avanzadas, S.A., S.M.E.",Responsable de Contratacion y Compras,Industrial Machinery Manufacturing,LEAD,5.5,10.25,402.0,377.0,1972.0,0.0,,-1.0,1.0,1.0,2,1.0,1.0,54.0,5.934894195619588,3.0,5.998936561946683,0.09999999999999998,0,1,1.0,0.14232247013030247,,,7969.0,1,3,9.9346,6.8903437,3.744382,-1,,,,,,,
ACwAAAcGYssBcXG3wfT4OoQfSU8Aml6eERKsDE8,Foodiverse,CFO,Food & Beverages,CLEVEL,0.92,5.08,1502.0,62.0,,0.0,-3.0,-3.0,0.0,4.0,3,1.0,1.0,,4.143134726391533,2.0,7.315218389752975,-2.1,0,0,1.0,0.10853350576413913,,,8830.0,0,4,-0.96671796,5.7389913,5.0849433,3,,,,,,,
ACwAAD-buCQB70FSUjqBXm2sMQVHjfPM9JRF8vI,Enhol Group,Chief Financial Officer,Renewable Energy Power Generation,CLEVEL,,12.83,604.0,93.0,1930.0,1.0,8.0,60.0,22.0,4.0,3,1.0,1.0,96.0,4.543294782270004,2.0,6.405228458030842,22.6,0,0,1.0,0.10853350576413913,,,6917.0,0,6,9.960516,6.804076,3.7539406,-1,,,,,,,
ACwAAEKEhVQBwsNo2jtm93x85Ye009gD38mShUM,"ENUSA Industrias Avanzadas, S.A., S.M.E.",Jefa de seguridad de la información,Industrial Machinery Manufacturing,LEAD,3.0,26.08,22.0,377.0,1972.0,0.0,,-1.0,1.0,1.0,2,1.0,1.0,54.0,5.934894195619588,3.0,3.1354942159291497,0.09999999999999998,0,0,1.0,0.13006020161599122,,,7969.0,1,3,9.934853,6.889994,3.7446613,16,,,,,,,
ACwAAAEfw30BaMFQAs9pyUbQp1vXW4Vt43O6XV4,"ENUSA Industrias Avanzadas, S.A., S.M.E.",Presidente,Industrial Machinery Manufacturing,OWNER,4.08,4.08,2047.0,377.0,1972.0,0.0,,-1.0,1.0,,3,1.0,1.0,54.0,5.934894195619588,3.0,7.6246189861593985,0.09999999999999998,0,1,1.0,0.14668276993314575,,,7969.0,1,3,5.1350226,4.402551,4.179977,-1,,,,,,,
ACwAABfBKF4ByRHUZ52fXHPS17y1dws3FhUDC3M,"ENUSA Industrias Avanzadas, S.A., S.M.E.",Director de Negocio / Exec. Vicepresident & Chief Commercial Officer,Industrial Machinery Manufacturing,CLEVEL,1.75,35.92,152.0,377.0,1972.0,0.0,,-1.0,1.0,4.0,2,1.0,1.0,54.0,5.934894195619588,3.0,5.030437921392435,0.09999999999999998,0,1,1.0,0.15761884082178054,,,7969.0,1,3,9.9344,6.8905525,3.7442343,16,,,,,,,
ACwAAAuCOw0BsBlbpgwyCv6VL4U-nj9-b1ArYDE,"Laboratorios Serra Pamies, S.A.",Finance Director Lab. Serra Pamies - Luminova Pharma Group,Pharmaceutical Manufacturing,DIRECTOR,1.25,1.25,893.0,42.0,1885.0,0.0,-2.0,40.0,10.0,3.0,3,1.0,1.0,141.0,3.7612001156935624,1.0,6.795705775173514,10.0,0,0,,0.10853350576413913,,,0.0,0,0,-11.019215,14.9385195,4.6515436,29,,,,,,,
ACwAAASLamgBd-1xstgEGM6kdFX75tFMt19_yc0,Foto Ruano,CFO y Responsable de RRHH,Retail,,3.08,3.08,796.0,22.0,1954.0,0.0,10.0,15.0,10.0,,0,0.0,0.0,72.0,3.1354942159291497,1.0,6.680854678790215,11.0,0,1,,0.12212127004571173,,,0.0,0,0,-11.019215,14.9385195,4.6515436,29,,,,,,,
ACwAADMkavUBHl-NKVfLrZYnmGAjD0ZXJu6w_y0,Marvimundo,Consejero delegado,,OWNER,,,164.0,,,0.0,,,,,3,1.0,1.0,,,,5.10594547390058,0.0,0,0,1.0,0.14232247013030247,,,8851.0,0,5,11.80913,4.109038,5.225533,-1,,,,,,,
ACwAABuOEukBTftiSo7myXUr52yFWLcLHaqYXCk,,Finance Director in Spain,,DIRECTOR,2.25,2.25,781.0,,,,,,,3.0,3,0.0,1.0,,,,6.661854740545311,0.0,0,1,1.0,0.10853350576413913,,,7073.0,0,5,10.873678,6.456971,5.314478,12,,,,,,,
ACwAADEHuY8BvWUWMmIglK5CHGsvrQ8WuKTY3k4,Riba Mundo Tecnología SA,Chief Financial Officer,Wholesale,CLEVEL,4.25,4.25,667.0,41.0,2018.0,0.0,-8.0,-8.0,-16.0,4.0,3,1.0,1.0,8.0,3.7376696182833684,1.0,6.504288173536645,-10.4,0,0,,0.10853350576413913,,,5013.0,0,2,1.8344748,5.492208,-8.481544,0,,,,,,,
ACwAAAb7gU4Bs9iVhBzuKVH1_HFa1j4qER23SxA,Pere Ventura Family Wine Estates,Director financiero,Wine & Spirits,DIRECTOR,1.67,1.67,1512.0,38.0,1991.0,0.0,-2.0,0.0,0.0,3.0,3,1.0,1.0,35.0,3.6635616461296463,1.0,7.321849713788356,-1.0,0,0,,0.10853350576413913,,,0.0,0,0,-11.019215,14.9385195,4.6515436,29,,,,,,,
ACwAAAK7lbUB-YAjdD_fzk4x2cFQkHnUg6yGE_0,GS Inima Environment,Chief Technology Officer,Environmental Services,CLEVEL,0.83,0.83,1373.0,423.0,1955.0,0.0,1.0,45.0,10.0,4.0,3,1.0,1.0,71.0,6.049733455231958,3.0,7.2254814727822945,12.5,0,1,1.0,0.13006020161599122,,,5911.0,0,2,0.7000499,-12.012776,4.0967836,0,,,,,,,
